Категория;URL товара;Фото основные;Фото дополнительные;Номер заказа;Мат. основы;Цвет основы;Материал комп.;D;G;H;L;Жесткость пружины, Н/мм;Нагрузка, кг;Твердость по Шору A;Наличие, шт;Цена, руб. с НДС;T;A;B мин.;B макс.;C;Сжатие макс.;Обозначение резьбы;N;Допустимая нагрузка, кг;H1;H2;Диапазон регулировки;Исполнение;B;E;F;Допустимая нагрузка макс., кг;Поверхность комп.;Материал;Высота;Ø;Подходит для опоры с Ø;Подходит для опоры;D1;D2;D3;F макс., кг;Форма;H3;SW
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1062060;;;;;;;;;;60;205;2106,6;;;;;;;;;;;;;С предохранением от обрыва;;;;320;Оцинкована;;;;;;;;;;;;
TM106 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm106_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/df9/oe23o0yv5izmxqu4sagz40b7ken49esz/tm106_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/46a/bs8bzl14j6zr0hgecr971rp3j2apqp9k/tm106_vibroopory_chernye.png, https://alterv.ru/upload/iblock/df4/lmjk0am9xdcwqqmkg65onzp6rocddskn/tm106_vibroopory_otsinkovannye.png, https://alterv.ru/upload/iblock/b4a/m9wu479zygkzfn9js0rk5vbrq470gz83/tm106_vibroopory_chernye_sverkhu.png, https://alterv.ru/upload/iblock/ec4/mv6iyve7t4ydg1y41n6vf5hjdndui9wj/tm106_vibroopory_chernye_sboku.png;https://alterv.ru/upload/iblock/237/5og7a53gh6gr57gzappm0loqno3a0sj3/tm106_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/ef4/bhi1lf6e7s4at8bu79cregysu5670qnb/tm106_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/7c2/51dyzj1m8if8mbdloj811j0j0gbnn9ms/tm106_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1062070;;;;;;;;;;70;159;2106,6;;;;;;;;;;;;;С предохранением от обрыва;;;;480;Оцинкована;;;;;;;;;;;;
TM10610 Виброопоры резинометаллические с креплением и крышкой, НР;https://alterv.ru/catalog/vibroopory/tm10610_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_nr/;https://alterv.ru/upload/iblock/095/9zpes2kxztf7pt524ktxc9946xx3in0o/tm10610_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/7e8/m6dw5onxemgokrgrd4lw2vmjztjgu05e/tm10610_vibroopory_snizu.png;https://alterv.ru/upload/iblock/e82/9tp71afx65yx57bjsap1s450v3l4g40b/tm10610_vibroopory_rezinometallicheskie_nr_chertezh.png;TM1061045;;;;;;;;;;45;171;2025,59;;;;;;;;;;;;;;;;;150;;;;;;;;;;;;;
TM10610 Виброопоры резинометаллические с креплением и крышкой, НР;https://alterv.ru/catalog/vibroopory/tm10610_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_nr/;https://alterv.ru/upload/iblock/095/9zpes2kxztf7pt524ktxc9946xx3in0o/tm10610_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/7e8/m6dw5onxemgokrgrd4lw2vmjztjgu05e/tm10610_vibroopory_snizu.png;https://alterv.ru/upload/iblock/e82/9tp71afx65yx57bjsap1s450v3l4g40b/tm10610_vibroopory_rezinometallicheskie_nr_chertezh.png;TM1061060;;;;;;;;;;60;90;2025,59;;;;;;;;;;;;;;;;;320;;;;;;;;;;;;;
TM10610 Виброопоры резинометаллические с креплением и крышкой, НР;https://alterv.ru/catalog/vibroopory/tm10610_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_nr/;https://alterv.ru/upload/iblock/095/9zpes2kxztf7pt524ktxc9946xx3in0o/tm10610_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/7e8/m6dw5onxemgokrgrd4lw2vmjztjgu05e/tm10610_vibroopory_snizu.png;https://alterv.ru/upload/iblock/e82/9tp71afx65yx57bjsap1s450v3l4g40b/tm10610_vibroopory_rezinometallicheskie_nr_chertezh.png;TM1061070;;;;;;;;;;70;76;2025,59;;;;;;;;;;;;;;;;;480;;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1500045;;;;;;;;;;45;118;3727,07;;;;;;;;;;;;;Без предохранения от обрыва;;;;400;Окрашена;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1500060;;;;;;;;;;60;172;3727,07;;;;;;;;;;;;;Без предохранения от обрыва;;;;680;Окрашена;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1500070;;;;;;;;;;70;108;3727,07;;;;;;;;;;;;;Без предохранения от обрыва;;;;1100;Окрашена;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1502045;;;;;;;;;;45;191;4213,21;;;;;;;;;;;;;С предохранением от обрыва;;;;400;Оцинкованная;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1502060;;;;;;;;;;60;13;4213,21;;;;;;;;;;;;;С предохранением от обрыва;;;;680;Оцинкованная;;;;;;;;;;;;
TM150 Виброопоры резинометаллические с креплением, крышкой, ВР;https://alterv.ru/catalog/vibroopory/tm150_vibroopory_rezinometallicheskie_s_krepleniem_kryshkoy_vr/;https://alterv.ru/upload/iblock/35e/os6v5uyz6rli95oq2fp6k2b42tr6jxuh/tm150_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/135/7cc914ayqrad4d4ehi46d28l3my5h3jp/tm150_vibroopory_bez_predohranenya.png, https://alterv.ru/upload/iblock/cd7/aux2ktsna27tr5ee3hi6jh40j5diy593/tm150_vibroopory_s_predohranenyem.png, https://alterv.ru/upload/iblock/43d/l4bibmfla25itd1xeh5ziuyc0r85gi71/tm150_vibroopory_sboku.png, https://alterv.ru/upload/iblock/6c4/5fua0fkpy7x59q0zh7bduk1k3t12x5uj/tm150_vibroopory_sverhu.png;https://alterv.ru/upload/iblock/135/fl4vmawc2vgfzf270oe5vwlv8oh7p882/tm150_vibroopory_rezinometallicheskie_vr_chertezh.png, https://alterv.ru/upload/iblock/8e8/oo0s773ab17z1pa05s401zvg1e4qwgmv/tm150_vibroopory_bez_predokhr_ot_obryva_chertezh.png, https://alterv.ru/upload/iblock/0f3/0exqdylkioqgrubujukd349xfbnhhez5/tm150_vibroopory_s_predokh_ot_obryva_chertezh.png;TM1502070;;;;;;;;;;70;10;4213,21;;;;;;;;;;;;;С предохранением от обрыва;;;;1100;Оцинкованная;;;;;;;;;;;;
MDA Виброопоры резиновые дисковые;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinovye_diskovye/;https://alterv.ru/upload/iblock/ec7/8wu9d1eo59y98hb0vul3kdk9130l8ced/mda_vibroopory_rezinovye.png;;MDA80RUBBER;;;;;;;;;;;16;709,08;;;;;;;;;;;;;;;;;;;Каучук;36;75;80;MDA8010B, MDA801612D;;;;;;;
MDA Виброопоры резинометаллические с крышкой и внутренней резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_vnutrenney_rezboy/;https://alterv.ru/upload/iblock/b88/2k2dgro5q4ixx794zrod4o71zwi8d6z5/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/e38/iwm61gyvuz8r09y7mdju5keo9bkx38h9/mda_vibroopory_chertezh.png;MDA8010B;;;;80;;45;;;500;;54;1016,04;;;;;;;;;;;;;;;;;;;;;;;;M10;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA801612D;;;;80;;45;120;;500;;35;1576,45;;;;;;;;;;;;;;;;;;;;;;;;M16;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA121010B;;;;120;;45;100;;1000;;7;1903,73;;;;;;;;;;;;;;;;;;;;;;;;M10;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA121612D;;;;120;;45;120;;1000;;27;2083,4;;;;;;;;;;;;;;;;;;;;;;;;M16;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA161612D;;;;160;;55;120;;2000;;53;3390,34;;;;;;;;;;;;;;;;;;;;;;;;M16;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA202017E;;;;200;;55;170;;5000;;60;6079,07;;;;;;;;;;;;;;;;;;;;;;;;M20;;;;;;
MDA Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mda_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/205/e16qabsgjpvp40pfz7zbujm0b9ywjrfv/mda_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/753/r0i1jhvgte89lsz2abkz7edtro07qs2m/mda_vibroopory_chertez.png;MDA242017E;;;;240;;65;170;;7000;;60;10327,16;;;;;;;;;;;;;;;;;;;;;;;;M20;;;;;;
MDAI Виброопоры с крышкой из нерж. стали и наружной резьбой, 12°;https://alterv.ru/catalog/vibroopory/mdai_vibroopory_s_kryshkoy_iz_nerzhaveyushchey_stali_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/be6/fcvjkfazbaqnz8na39btb8gof3uxqu1z/mdai_vibroopory.png;https://alterv.ru/upload/iblock/cf5/4fhkzti6fatokai40mrfx2rm95wx76mj/mdai_vibroopory_s_kryshkoy_chertezh.png;MDAI121612D;;;Нержавеющая сталь;120;;165;120;;1000;;8;5556,08;;;;;;;;;;;;;;;;;;;;;;;;M16;;;;;;
MDASC Виброопоры резинометаллические с крышкой и наружной резьбой;https://alterv.ru/catalog/vibroopory/mdasc_vibroopory_rezinometallicheskie_s_kryshkoy_i_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/f43/0c2v4vp9h7knsdehyj9gi6m0aav6ur49/mdasc_vibroopory_rezinometallicheskie.png;https://alterv.ru/upload/iblock/73f/hp6iaq3zm5ro38vmnhtqwfs5639cfmya/mdasc_vibroopory_chertezh.png;MDASC121610;;;;120;;158;100;;1000;;Под заказ;1607,83;;;;;;;;;;;;;;;;;;;;;;;;M16;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.00800855;;;Сталь;8;M3;8;6;40;4;;15;189,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.01001055;;;Сталь;10;M4;10;10;35;3,5;;2703;189,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.01500855;;;Сталь;15;M4;8;10;187;18,7;;9639;189,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.01501555;;;Сталь;15;M4;15;10;50;10;;3;222,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.02001555;;;Сталь;20;M6;15;18;110;22;;1;263,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.04002055;;;Сталь;40;M8;20;23;365;109,5;;1;541,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.05005055;;;Сталь;50;M10;50;28;160;128;;1;768,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.06004055;;;Сталь;60;M10;40;28;317;190,2;;1;1166,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.07004555;;;Сталь;70;M10;45;28;438;306,6;;14;1407,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.07504055;;;Сталь;75;M12;40;37;643;385,8;;2;1578,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.008008551;;;Нержавеющая сталь;8;M3;8;8;40;4;;16;425,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0571 Виброопоры цилиндрические с наружной резьбой, тип EC (D);https://alterv.ru/catalog/vibroopory/k0571_vibroopory_rezinometallicheskie_s_naruzhnoy_rezboy/;https://alterv.ru/upload/iblock/d49/k0571_vibropory.png, https://alterv.ru/upload/iblock/bb4/K0571.png;https://alterv.ru/upload/iblock/3d7/k0571_vibroopory_chertezh.png;K0571.015015551;;;Нержавеющая сталь;15;M4;15;10;50;10;;41;476,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.00800855;;;;8;M3;8;;88;4,4;;8;222,17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.02002055;;;;20;M6;20;;94;21,6;;3;282,32;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.02503055;;;;25;M6;30;;85;28,1;;1;314,73;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K0573 Виброопоры цилиндрические со внутренней резьбой, тип EC (E);https://alterv.ru/catalog/vibroopory/k0573_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/f6f/k0573_vibroopory.png, https://alterv.ru/upload/iblock/052/K0573.png;https://alterv.ru/upload/iblock/4c9/k0573_vibroopory_chertezh.png;K0573.02504055;;;;25;M6;40;;75;30;;24;365,64;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
